exercise_id,name_ptbr,drive_id,arquivo_original_drive,status
ex_279,Skaters (saltos laterais),1ICy7eKqSHyNySHvYA90G1eK15oNu2ucW,SKATERS.MOV,ok
ex_280,Jumping lunge (afundo com salto),1zGi_PN-CZvIhnhOIo1y_ihJswuG-6DRL,AFUNDOCOMSALTO.MOV,ok
ex_281,Sprints na esteira,1yhO9uh6OdIOQjwZM_YmuqOWtAQxV2ExI,SPRINTSNAESTEIRA.MOV,ok
ex_282,Subida e descida no step rápido,11usiRuEU16e5VYg9v9Lxp4GDZY8PhPKU,SUBIDAEDESCIDARAPIDANOSTEP.MOV,ok
ex_283,Box Jump,1CpTn2yBPAZk7RAF8mPR1JlddFm4zVpw-,BOX JUMP.MOV,ok
ex_284,Box Jump Over,1J4MU1MMjKLv48w-TE_34Elhcv4OaUIxG,BOX JUMP OVER.MOV,ok
ex_285,Wall Ball,1CpTn2yBPAZk7RAF8mPR1JlddFm4zVpw-,BOX JUMP.MOV,ok
ex_286,Corrida lateral com toques no chão,1BHlqrwQyf_BmBbmbDqXNHbOywJPCfoaD,CORRIDA LATERAL COM TOQUE NO CHAO.MOV,ok
ex_287,High knees (elevação rápida dos joelhos),1-L7uqo6_AjAITZyfYAVRc5DaXCzi9pYS,ELEVACAODEJOELHOS.MOV,ok
ex_288,Escalador crossbody,1gAHlG5VlVWT4LTZzlBbpArJtDMz96aJd,CROSSBODYMONTAINCLIMBER.MOV,ok
ex_289,Thruster com elastico,1saO25oyU58BOEkJ8HMdICI9G76X_1Grl,TRHUSTER COM ELASTICO.MOV,ok
ex_290,Bear crawl (deslocamento em 4 apoios),1j_VfntZ3H0UZ3PBLcleZWghJYxRAI1NT,BEARCRAWL.MOV,ok
ex_291,Kettlebell swing (ou com halter),1vxBahjJxuh8_nKjAQa8FVmJELu-U8QXF,KETTLEBELL SWING.MOV,ok
ex_292,Polichinelo com agachamento,1lieSkCxnQYxeJB1y7DINrpcs4_Rx_p_0,POLICHINELOCOMAGACHAMENTO.MOV,ok
ex_293,Polichinelo com toque no chão,193dtnJtAgqRWNNYxzePvrMh18gV1F1kN,POLICHINELOCOMTOQUENOCHAO.MOV,ok
ex_294,Polichinelo cruzado,10ZxMYZ-ZII69G25JIYrdGufYzgGR6LFm,POLICHINELOCRUZADO.MOV,ok
ex_295,Polichinelo frontal,1wHeSX4HIYmvFBac0k2DU6xxY8BRhRajB,POLICHINELOFRONTAL.MOV,ok
ex_296,Passos de pato,1o54y14PN2xBZR00bIMlVcWrCBBLiQUOi,PASSODEPATO.MOV,ok
ex_297,Passos de caranguejo,1J14a7tk5kIv74HDukc20N-5D_JKPsG_r,PASSODECARANGUEIJO.MOV,ok
ex_298,Passos de jacaré,1bO1X4LSihdJSOIqyhssXcIeAcWAdrxEZ,PASSODEJACARE.MOV,ok
ex_299,Salto de sapo,10g7HMxqElUFn-ekw1E3HanjlzgHWKlRg,SALTODESAPO.MOV,ok
